                                                                                                                                                                                                                                                                                                                                                       2 Mar 2020 12:01:32
FOR UNFUNDED EDUCATIONAL USE ONLY
Satellite-SunSat1


Entrance Pass Number      Entrance Time (UTCG)      Entrance Altitude (km)    Entrance Latitude (deg)    Entrance Longitude (deg)    Entrance Flux intensity (m^-2*sec^-1*Sterad^-1)    Exit Pass Number        Exit Time (UTCG)        Exit Altitude (km)    Exit Latitude (deg)    Exit Longitude (deg)    Exit Flux intensity (m^-2*sec^-1*Sterad^-1)    Duration (sec)
                2393     8 Aug 2020 08:11:25.877                901.584264                     -9.550                      -4.384                                        2477852.020                2393     8 Aug 2020 08:17:05.323            906.031207                -29.108                  -9.328                                    2496860.962           339.446
                2394     8 Aug 2020 09:52:12.998                901.013315                     -1.435                     -28.282                                        2475381.775                2394     8 Aug 2020 10:03:31.498            909.970065                -40.472                 -38.643                                    2513789.978           678.499
                2395     8 Aug 2020 11:34:45.718                901.002160                      0.578                     -53.600                                        2475247.192                2395     8 Aug 2020 11:47:33.884            911.126910                -43.592                 -65.558                                    2518761.292           768.166
                2396     8 Aug 2020 13:21:57.626                902.163631                    -13.539                     -82.675                                        2480239.258                2396     8 Aug 2020 13:26:29.200            906.053328                -29.177                 -86.692                                    2497022.400           271.574
                2400     8 Aug 2020 20:53:51.672                905.866643                    -28.584                      -8.519                                        2496280.518                2400     8 Aug 2020 21:00:45.201            901.145085                 -4.743                 -14.437                                    2475925.293           413.528
                2401     8 Aug 2020 22:34:20.176                908.957222                    -37.694                     -31.560                                        2509553.528                2402     8 Aug 2020 22:45:24.956            901.002222                  0.586                 -41.447                                    2475250.244           664.779
                2402     9 Aug 2020 00:15:44.222                911.126459                    -43.591                     -55.270                                        2518816.681                2402     9 Aug 2020 00:27:36.014            901.046366                 -2.679                 -66.477                                    2475593.872           711.792
                2403     9 Aug 2020 02:02:22.660                906.822303                    -31.549                     -85.019                                        2500296.783                2403     9 Aug 2020 02:05:02.780            904.071593                -22.347                 -87.532                                    2488439.331           160.121
                2407     9 Aug 2020 08:15:04.389                901.534698                     -9.132                      -5.227                                        2477643.433                2407     9 Aug 2020 08:21:01.028            906.213063                -29.680                 -10.430                                    2497698.212           356.639
                2408     9 Aug 2020 09:55:54.876                901.009494                     -1.212                     -29.171                                        2475300.598                2408     9 Aug 2020 10:07:19.227            910.011785                -40.585                 -39.623                                    2514082.947           684.351
                2409     9 Aug 2020 11:38:34.034                901.001191                      0.429                     -54.575                                        2475377.197                2409     9 Aug 2020 11:51:17.481            911.081506                -43.471                 -66.452                                    2518788.605           763.447
                2410     9 Aug 2020 13:26:16.800                902.510429                    -15.468                     -84.081                                        2481760.559                2410     9 Aug 2020 13:29:50.493            905.615913                -27.773                 -87.242                                    2495081.787           213.693
                2414     9 Aug 2020 20:57:28.423                906.028818                    -29.100                      -9.316                                        2496989.746                2414     9 Aug 2020 21:04:35.401            901.129780                 -4.485                 -15.437                                    2475884.552           426.977
                2415     9 Aug 2020 22:37:55.286                909.176651                    -38.301                     -32.301                                        2510558.929                2416     9 Aug 2020 22:49:11.135            901.002418                  0.612                 -42.394                                    2475252.380           675.849
                2416    10 Aug 2020 00:19:29.413                911.138119                    -43.622                     -56.198                                        2518915.253                2416    10 Aug 2020 00:31:16.529            901.057401                 -2.981                 -67.347                                    2475641.327           707.116
                2417    10 Aug 2020 02:06:46.715                906.108240                    -29.351                     -86.590                                        2497217.712                2417    10 Aug 2020 02:08:02.512            904.794390                -24.995                 -87.780                                    2491585.541            75.797
                2421    10 Aug 2020 08:18:43.516                901.491226                     -8.750                      -6.078                                        2477461.243                2421    10 Aug 2020 08:24:48.859            906.251473                -29.799                 -11.404                                    2497807.617           365.343
                2422    10 Aug 2020 09:59:37.272                901.006706                     -1.019                     -30.067                                        2475267.029                2422    10 Aug 2020 10:11:08.536            910.086695                -40.789                 -40.635                                    2514291.382           691.264
                2423    10 Aug 2020 11:42:22.250                901.000530                      0.286                     -55.548                                        2475375.366                2423    10 Aug 2020 11:55:01.441            911.043780                -43.369                 -67.355                                    2518516.388           759.190
                2424    10 Aug 2020 13:30:40.303                902.951609                    -17.646                     -85.554                                        2483654.480                2424    10 Aug 2020 13:33:05.008            905.078230                -25.979                 -87.694                                    2492829.895           144.706
                2428    10 Aug 2020 21:01:06.526                906.168016                    -29.538                     -10.133                                        2497579.193                2428    10 Aug 2020 21:08:26.604            901.112185                 -4.169                 -16.451                                    2475742.645           440.078
                2429    10 Aug 2020 22:41:31.467                909.374866                    -38.847                     -33.059                                        2511232.300                2430    10 Aug 2020 22:52:57.300            901.002615                  0.636                 -43.340                                    2475361.938           685.833
                2430    11 Aug 2020 00:23:14.828                911.145038                    -43.641                     -57.132                                        2518852.844                2430    11 Aug 2020 00:34:57.172            901.069296                 -3.276                 -68.220                                    2475535.736           702.345
                2435    11 Aug 2020 08:22:23.103                901.452392                     -8.394                      -6.935                                        2477297.363                2435    11 Aug 2020 08:28:36.097            906.279026                -29.885                 -12.369                                    2497930.908           372.994
                2436    11 Aug 2020 10:03:20.062                901.004648                     -0.848                     -30.969                                        2475358.124                2436    11 Aug 2020 10:15:04.947            910.311145                -41.396                 -41.791                                    2515256.348           704.885
                2437    11 Aug 2020 11:46:12.200                901.000012                      0.043                     -56.545                                        2475373.993                2437    11 Aug 2020 11:58:43.666            910.969365                -43.169                 -68.220                                    2518290.405           751.466
                2442    11 Aug 2020 21:04:48.375                906.239444                    -29.762                     -11.010                                        2497846.680                2442    11 Aug 2020 21:12:17.446            901.096908                 -3.874                 -17.459                                    2475758.972           449.071
                2443    11 Aug 2020 22:45:08.590                909.554214                    -39.339                     -33.833                                        2512002.411                2444    11 Aug 2020 22:56:42.911            901.002553                  0.628                 -44.279                                    2475249.023           694.321
                2444    12 Aug 2020 00:27:00.220                911.152423                    -43.661                     -58.065                                        2519020.081                2444    12 Aug 2020 00:38:37.508            901.083126                 -3.588                 -69.088                                    2475743.103           697.288
                2449    12 Aug 2020 08:26:01.923                901.410592                     -7.995                      -7.782                                        2477005.310                2449    12 Aug 2020 08:32:23.207            906.304277                -29.964                 -13.332                                    2498064.423           381.283
                2450    12 Aug 2020 10:07:02.891                901.002986                     -0.680                     -31.870                                        2475250.702                2450    12 Aug 2020 10:18:58.741            910.480899                -41.855                 -42.896                                    2516044.159           715.850
                2451    12 Aug 2020 11:50:01.932                901.000228                     -0.188                     -57.538                                        2475366.058                2451    12 Aug 2020 12:02:25.562            910.887991                -42.951                 -69.079                                    2517855.225           743.629
                2456    12 Aug 2020 21:08:32.642                906.266592                    -29.847                     -11.927                                        2498029.175                2456    12 Aug 2020 21:16:08.670            901.081725                 -3.558                 -18.473                                    2475589.142           456.028
                2457    12 Aug 2020 22:48:46.958                909.708108                    -39.759                     -34.630                                        2512666.321                2458    12 Aug 2020 23:00:28.437            901.002453                  0.616                 -45.217                                    2475249.023           701.480
                2458    13 Aug 2020 00:30:44.767                911.177722                    -43.729                     -58.980                                        2519008.179                2458    13 Aug 2020 00:42:17.465            901.099313                 -3.922                 -69.952                                    2475734.253           692.698
                2463    13 Aug 2020 08:29:40.246                901.367994                     -7.566                      -8.623                                        2476958.313                2463    13 Aug 2020 08:36:17.200            906.457364                -30.437                 -14.408                                    2498763.428           396.954
                2464    13 Aug 2020 10:10:45.323                901.001542                     -0.488                     -32.767                                        2475247.650                2464    13 Aug 2020 10:22:50.838            910.615050                -42.216                 -43.968                                    2516607.056           725.515
                2465    13 Aug 2020 11:53:51.440                901.001062                     -0.405                     -58.529                                        2475370.789                2465    13 Aug 2020 12:06:07.419            910.805842                -42.730                 -69.938                                    2517429.504           735.979
                2470    13 Aug 2020 21:12:17.017                906.291768                    -29.925                     -12.845                                        2497980.957                2470    13 Aug 2020 21:20:00.319            901.066807                 -3.216                 -19.492                                    2475537.109           463.302
                2471    13 Aug 2020 22:52:28.572                909.794414                    -39.994                     -35.490                                        2513034.821                2472    13 Aug 2020 23:04:13.992            901.002368                  0.605                 -46.155                                    2475263.977           705.421
                2472    14 Aug 2020 00:34:28.693                911.216157                    -43.832                     -59.881                                        2519253.082                2472    14 Aug 2020 00:45:57.246            901.117490                 -4.267                 -70.813                                    2475877.075           688.552
                2477    14 Aug 2020 08:33:18.017                901.324781                     -7.106                      -9.456                                        2476644.592                2477    14 Aug 2020 08:40:12.101            906.628921                -30.963                 -15.500                                    2499449.768           414.084
                2478    14 Aug 2020 10:14:27.625                901.000542                     -0.290                     -33.662                                        2475356.293                2478    14 Aug 2020 10:26:41.839            910.726178                -42.516                 -45.018                                    2517098.999           734.214
                2479    14 Aug 2020 11:57:40.205                901.002175                     -0.580                     -59.510                                        2475387.268                2479    14 Aug 2020 12:09:48.989            910.717656                -42.493                 -70.791                                    2517029.419           728.785
                2484    14 Aug 2020 21:15:59.734                906.347684                    -30.099                     -13.736                                        2498392.029                2484    14 Aug 2020 21:23:54.358            901.048384                 -2.737                 -20.544                                    2475500.488           474.624
                2485    14 Aug 2020 22:56:10.999                909.863804                    -40.183                     -36.365                                        2513566.132                2486    14 Aug 2020 23:08:01.209            901.003082                  0.690                 -47.115                                    2475251.465           710.210
                2486    15 Aug 2020 00:38:12.723                911.252409                    -43.929                     -60.784                                        2519419.098                2486    15 Aug 2020 00:49:36.683            901.138366                 -4.631                 -71.669                                    2475927.734           683.960
                2491    15 Aug 2020 08:36:56.168                901.286098                     -6.667                     -10.295                                        2476581.421                2491    15 Aug 2020 08:44:06.877            906.799752                -31.481                 -16.591                                    2500234.833           430.709
                2492    15 Aug 2020 10:18:09.922                901.000053                     -0.090                     -34.556                                        2475349.731                2492    15 Aug 2020 10:30:32.068            910.821033                -42.771                 -46.053                                    2517659.607           742.146
                2493    15 Aug 2020 12:01:29.289                901.003866                     -0.773                     -60.495                                        2475297.852                2493    15 Aug 2020 12:13:29.717            910.611720                -42.207                 -71.627                                    2516553.650           720.428
                2497    15 Aug 2020 19:39:33.384                903.486637                    -20.007                       8.414                                        2485942.383                2497    15 Aug 2020 19:39:46.435            903.310028                -19.255                   8.225                                    2485166.321            13.051
                2498    15 Aug 2020 21:19:38.277                906.481499                    -30.512                     -14.559                                        2498859.253                2498    15 Aug 2020 21:27:46.413            901.036348                 -2.372                 -21.569                                    2475401.459           488.137
                2499    15 Aug 2020 22:59:54.025                909.920712                    -40.338                     -37.252                                        2513793.182                2500    15 Aug 2020 23:11:49.549            901.004569                  0.841                 -48.090                                    2475345.154           715.524
                2500    16 Aug 2020 00:41:57.421                911.274505                    -43.988                     -61.702                                        2519396.667                2500    16 Aug 2020 00:53:14.457            901.167172                 -5.092                 -72.503                                    2476044.312           677.035
                2505    16 Aug 2020 08:40:33.898                901.247892                     -6.204                     -11.128                                        2476360.168                2505    16 Aug 2020 08:48:09.699            907.126929                -32.460                 -17.819                                    2501658.936           455.801
                2506    16 Aug 2020 10:21:54.361                901.000001                     -0.015                     -35.480                                        2475238.037                2506    16 Aug 2020 10:34:21.767            910.904729                -42.996                 -47.077                                    2517806.702           747.406
                2507    16 Aug 2020 12:05:18.759                901.006320                     -0.989                     -61.485                                        2475390.625                2507    16 Aug 2020 12:17:09.833            910.492970                -41.887                 -72.452                                    2516225.739           711.074
                2511    16 Aug 2020 19:42:46.755                903.948540                    -21.872                       7.947                                        2487919.159                2511    16 Aug 2020 19:43:45.543            903.135063                -18.485                   7.092                                    2484452.667            58.788
                2512    16 Aug 2020 21:23:17.097                906.611156                    -30.909                     -15.385                                        2499547.272                2512    16 Aug 2020 21:31:36.892            901.028445                 -2.098                 -22.572                                    2475364.685           499.795
                2513    16 Aug 2020 23:03:38.098                909.955691                    -40.433                     -38.159                                        2513998.108                2514    16 Aug 2020 23:15:38.125            901.006522                  1.004                 -49.069                                    2475385.895           720.026
                2514    17 Aug 2020 00:45:44.408                911.248141                    -43.918                     -62.670                                        2519284.058                2514    17 Aug 2020 00:56:50.476            901.205976                 -5.653                 -73.313                                    2476123.199           666.068
                2519    17 Aug 2020 08:44:11.977                901.213884                     -5.761                     -11.966                                        2476284.943                2519    17 Aug 2020 08:52:09.353            907.397271                -33.257                 -18.997                                    2502736.206           477.377
                2520    17 Aug 2020 10:25:38.899                901.000019                      0.054                     -36.404                                        2475351.715                2520    17 Aug 2020 10:38:11.239            910.983662                -43.208                 -48.097                                    2518168.945           752.339
                2521    17 Aug 2020 12:09:10.485                901.011514                     -1.335                     -62.506                                        2475353.394                2521    17 Aug 2020 12:20:49.246            910.359531                -41.527                 -73.263                                    2515643.005           698.761
                2525    17 Aug 2020 19:46:18.715                904.155149                    -22.666                       7.211                                        2488801.270                2525    17 Aug 2020 19:47:43.051            902.986123                -17.806                   5.984                                    2483805.695            84.336
                2526    17 Aug 2020 21:26:56.168                906.737024                    -31.291                     -16.215                                        2500049.133                2526    17 Aug 2020 21:35:23.782            901.026675                 -2.032                 -23.528                                    2475354.309           507.614
                2527    17 Aug 2020 23:07:22.509                909.983604                    -40.509                     -39.074                                        2513925.476                2528    17 Aug 2020 23:19:24.246            901.006810                  1.026                 -50.014                                    2475398.560           721.737
                2528    18 Aug 2020 00:49:31.543                911.218621                    -43.838                     -63.641                                        2519161.682                2528    18 Aug 2020 01:00:25.076            901.255364                 -6.297                 -74.104                                    2476394.958           653.532
                2533    18 Aug 2020 08:47:50.699                901.184911                     -5.356                     -12.812                                        2476165.466                2533    18 Aug 2020 08:56:03.025            907.552813                -33.711                 -20.075                                    2503538.208           492.326
                2534    18 Aug 2020 10:29:23.515                901.000092                      0.119                     -37.330                                        2475361.328                2534    18 Aug 2020 10:42:00.525            911.058681                -43.409                 -49.113                                    2518471.680           757.009
                2535    18 Aug 2020 12:13:02.107                901.018122                     -1.674                     -63.525                                        2475315.704                2535    18 Aug 2020 12:24:28.594            910.224883                -41.163                 -74.073                                    2514884.644           686.488
                2539    18 Aug 2020 19:50:02.491                904.185087                    -22.779                       6.300                                        2488930.359                2539    18 Aug 2020 19:51:45.164            902.786943                -16.862                   4.811                                    2482932.739           102.673
                2540    18 Aug 2020 21:30:32.627                906.913615                    -31.823                     -17.000                                        2500828.400                2540    18 Aug 2020 21:39:10.607            901.025057                 -1.969                 -24.483                                    2475345.764           517.981
                2541    18 Aug 2020 23:11:06.063                910.029528                    -40.634                     -39.970                                        2514186.401                2542    18 Aug 2020 23:23:08.290            901.005571                  0.928                 -50.932                                    2475347.595           722.227
                2542    19 Aug 2020 00:53:19.003                911.182242                    -43.741                     -64.618                                        2519098.969                2542    19 Aug 2020 01:04:00.106            901.307771                 -6.916                 -74.901                                    2476560.669           641.103
                2547    19 Aug 2020 08:51:30.124                901.160626                     -4.991                     -13.668                                        2476003.723                2547    19 Aug 2020 08:59:53.085            907.637935                -33.959                 -21.090                                    2503767.090           502.961
                2548    19 Aug 2020 10:33:07.358                901.000340                      0.229                     -38.245                                        2475350.189                2548    19 Aug 2020 10:45:47.280            911.080140                -43.467                 -50.075                                    2518820.496           759.922
                2549    19 Aug 2020 12:16:53.547                901.025949                     -2.004                     -64.541                                        2475381.165                2549    19 Aug 2020 12:28:07.133            910.073422                -40.753                 -74.869                                    2514233.856           673.585
                2553    19 Aug 2020 19:53:46.236                904.215621                    -22.894                       5.389                                        2489075.775                2553    19 Aug 2020 19:56:04.180            902.411861                -14.943                   3.403                                    2481311.188           137.944
                2554    19 Aug 2020 21:34:07.957                907.113562                    -32.420                     -17.765                                        2501623.840                2554    19 Aug 2020 21:42:57.372            901.023575                 -1.910                 -25.437                                    2475358.887           529.415
                2555    19 Aug 2020 23:14:47.196                910.126361                    -40.896                     -40.819                                        2514503.784                2556    19 Aug 2020 23:26:52.327            901.004451                  0.830                 -51.850                                    2475386.047           725.131
                2556    20 Aug 2020 00:57:07.526                911.123343                    -43.583                     -65.619                                        2518794.861                2556    20 Aug 2020 01:07:35.639            901.362200                 -7.506                 -75.704                                    2476798.096           628.113
                2560    20 Aug 2020 07:16:10.201                903.240953                    -18.954                       7.841                                        2484926.758                2560    20 Aug 2020 07:17:15.313            904.165600                -22.705                   6.889                                    2488909.607            65.112
                2561    20 Aug 2020 08:55:11.047                901.143240                     -4.712                     -14.544                                        2476004.333                2561    20 Aug 2020 09:03:42.748            907.715480                -34.183                 -22.099                                    2504103.241           511.701
                2562    20 Aug 2020 10:36:50.894                901.000823                      0.357                     -39.156                                        2475249.634                2562    20 Aug 2020 10:49:32.511            911.069316                -43.438                 -51.005                                    2518757.324           761.617
                2563    20 Aug 2020 12:20:45.476                901.036030                     -2.361                     -65.564                                        2475519.104                2563    20 Aug 2020 12:31:45.489            909.918430                -40.332                 -75.662                                    2513746.643           660.013
                2567    20 Aug 2020 19:57:29.900                904.247513                    -23.013                       4.479                                        2489195.557                2567    20 Aug 2020 20:00:15.616            902.150384                -13.460                   2.105                                    2480236.359           165.716
                2568    20 Aug 2020 21:37:44.192                907.297809                    -32.965                     -18.544                                        2502398.071                2568    20 Aug 2020 21:46:45.760            901.019952                 -1.757                 -26.413                                    2475331.116           541.568
                2569    20 Aug 2020 23:18:25.641                910.279871                    -41.312                     -41.612                                        2515310.974                2570    20 Aug 2020 23:30:36.081            901.003304                  0.715                 -52.764                                    2475252.380           730.440
                2570    21 Aug 2020 01:00:55.532                911.075415                    -43.454                     -66.608                                        2518743.134                2570    21 Aug 2020 01:11:12.176            901.415000                 -8.038                 -76.521                                    2477125.092           616.644
                2574    21 Aug 2020 07:19:47.177                903.127091                    -18.449                       7.026                                        2484431.000                2574    21 Aug 2020 07:21:03.167            904.197822                -22.827                   5.916                                    2489019.928            75.990
                2575    21 Aug 2020 08:58:52.877                901.129853                     -4.486                     -15.432                                        2475795.898                2575    21 Aug 2020 09:07:34.069            907.826231                -34.502                 -23.138                                    2504575.958           521.192
                2576    21 Aug 2020 10:40:34.291                901.001566                      0.492                     -40.066                                        2475256.958                2576    21 Aug 2020 10:53:17.674            911.057057                -43.405                 -51.933                                    2518684.387           763.383
                2577    21 Aug 2020 12:24:37.373                901.047696                     -2.717                     -66.587                                        2475532.227                2577    21 Aug 2020 12:35:23.848            909.763835                -39.911                 -76.457                                    2513067.169           646.475
                2581    21 Aug 2020 20:01:11.493                904.311561                    -23.252                       3.601                                        2489541.626                2581    21 Aug 2020 20:04:16.830            902.005111                -12.567                   0.951                                    2479599.304           185.336
                2582    21 Aug 2020 21:41:21.239                907.467680                    -33.463                     -19.335                                        2503224.792                2582    21 Aug 2020 21:50:34.182            901.016590                 -1.602                 -27.390                                    2475310.669           552.943
                2583    21 Aug 2020 23:22:05.074                910.412781                    -41.671                     -42.424                                        2515800.171                2584    21 Aug 2020 23:34:19.261            901.002077                  0.567                 -53.671                                    2475247.803           734.187
                2584    22 Aug 2020 01:04:43.508                911.028105                    -43.327                     -67.597                                        2518336.639                2584    22 Aug 2020 01:14:51.600            901.453268                 -8.403                 -77.376                                    2477288.208           608.092
                2588    22 Aug 2020 07:23:24.398                903.018932                    -17.958                       6.207                                        2483956.299                2588    22 Aug 2020 07:24:51.057            904.230727                -22.950                   4.944                                    2489185.638            86.660
                2589    22 Aug 2020 09:02:33.856                901.114435                     -4.211                     -16.309                                        2475729.675                2589    22 Aug 2020 09:11:30.238            908.034417                -35.099                 -24.263                                    2505587.769           536.382
                2590    22 Aug 2020 10:44:18.627                901.002126                      0.573                     -40.988                                        2475353.088                2590    22 Aug 2020 10:57:03.515            911.059178                -43.411                 -52.876                                    2518496.399           764.888
                2591    22 Aug 2020 12:28:29.205                901.060842                     -3.069                     -67.609                                        2475499.573                2591    22 Aug 2020 12:39:02.368            909.612985                -39.499                 -77.257                                    2512263.794           633.163
                2595    22 Aug 2020 20:04:52.776                904.380985                    -23.509                       2.727                                        2489768.982                2595    22 Aug 2020 20:08:13.329            901.909597                -11.946                  -0.137                                    2479219.208           200.554
                2596    22 Aug 2020 21:45:02.127                907.563027                    -33.741                     -20.191                                        2503449.554                2596    22 Aug 2020 21:54:23.254            901.012844                 -1.410                 -28.374                                    2475332.489           561.126
                2597    22 Aug 2020 23:25:45.333                910.528431                    -41.983                     -43.252                                        2516206.512                2598    22 Aug 2020 23:38:02.615            901.001189                  0.429                 -54.579                                    2475245.514           737.281
                2598    23 Aug 2020 01:08:33.879                910.930147                    -43.064                     -68.636                                        2518023.987                2598    23 Aug 2020 01:18:30.777            901.494785                 -8.782                 -78.228                                    2477364.349           596.898
                2602    23 Aug 2020 07:27:00.096                902.894700                    -17.379                       5.410                                        2483383.484                2602    23 Aug 2020 07:28:40.353            904.285463                -23.155                   3.950                                    2489393.311           100.256
                2603    23 Aug 2020 09:06:15.165                901.100959                     -3.955                     -17.191                                        2475771.790                2603    23 Aug 2020 09:15:24.816            908.212046                -35.605                 -25.361                                    2506351.929           549.651
                2604    23 Aug 2020 10:48:03.926                901.002320                      0.599                     -41.922                                        2475247.955                2604    23 Aug 2020 11:00:50.406            911.083498                -43.476                 -53.841                                    2518575.439           766.479
                2605    23 Aug 2020 12:32:21.022                901.075541                     -3.420                     -68.630                                        2475564.270                2605    23 Aug 2020 12:42:39.440            909.432379                -39.005                 -78.030                                    2511628.113           618.418
                2609    23 Aug 2020 20:08:33.731                904.456143                    -23.784                       1.858                                        2490138.550                2609    23 Aug 2020 20:12:07.538            901.837621                -11.457                  -1.194                                    2478837.891           213.808
                2610    23 Aug 2020 21:48:44.167                907.636002                    -33.953                     -21.068                                        2503950.958                2610    23 Aug 2020 21:58:13.197            901.008800                 -1.167                 -29.371                                    2475370.026           569.030
                2611    23 Aug 2020 23:29:26.300                910.629250                    -42.255                     -44.093                                        2516625.366                2612    23 Aug 2020 23:41:46.125            901.000581                  0.300                 -55.490                                    2475240.936           739.825
                2612    24 Aug 2020 01:12:24.305                910.831043                    -42.798                     -69.675                                        2517611.084                2612    24 Aug 2020 01:22:09.678            901.539923                 -9.177                 -79.076                                    2477657.318           585.373
                2616    24 Aug 2020 07:30:34.014                902.752996                    -16.697                       4.637                                        2482782.898                2616    24 Aug 2020 07:32:31.155            904.364044                -23.446                   2.934                                    2489696.045           117.141
                2617    24 Aug 2020 09:09:56.264                901.087744                     -3.686                     -18.069                                        2475679.932                2617    24 Aug 2020 09:19:19.354            908.389900                -36.108                 -26.460                                    2506999.207           563.090
                2618    24 Aug 2020 10:51:49.240                901.002515                      0.624                     -42.857                                        2475248.718                2618    24 Aug 2020 11:04:37.496            911.112069                -43.553                 -54.811                                    2518697.510           768.257
                2619    24 Aug 2020 12:36:13.444                901.093533                     -3.806                     -69.660                                        2475641.327                2619    24 Aug 2020 12:46:14.568            909.212130                -38.399                 -78.767                                    2510669.708           601.124
                2623    24 Aug 2020 20:12:09.772                904.610477                    -24.342                       1.065                                        2490755.157                2623    24 Aug 2020 20:16:03.797            901.752187                -10.850                  -2.278                                    2478470.612           234.025
                2624    24 Aug 2020 21:52:26.461                907.704157                    -34.150                     -21.948                                        2504243.774                2624    24 Aug 2020 22:02:02.499            901.005970                 -0.961                 -30.359                                    2475301.056           576.037
                2625    24 Aug 2020 23:33:07.791                910.719032                    -42.496                     -44.945                                        2517008.820                2626    24 Aug 2020 23:45:28.103            901.000044                  0.082                 -56.381                                    2475250.854           740.312
                2626    25 Aug 2020 01:16:15.014                910.726009                    -42.515                     -70.720                                        2517203.674                2626    25 Aug 2020 01:25:46.717            901.600126                 -9.680                 -79.898                                    2477915.802           571.702
                2630    25 Aug 2020 07:34:02.226                902.552179                    -15.686                       3.943                                        2481974.182                2630    25 Aug 2020 07:36:22.477            904.451560                -23.767                   1.909                                    2490125.885           140.251
                2631    25 Aug 2020 09:13:37.101                901.074784                     -3.403                     -18.944                                        2475666.199                2631    25 Aug 2020 09:23:12.712            908.544657                -36.543                 -27.540                                    2507673.645           575.611
